"repo","commit_sha","message","date","author","label","fix_sha","fix_message","fix_author","fix_date","source_repo_commit","source_repo_fix"
"github.com/mozilla/gecko-dev","2f073ac2926cde23a1dc05543afde55a0c5c511e","","","","1","8005956353969c320950946ed12c830339beb75a","","","","",""
